,iteration,walker,chain,k_tx,K_tx,k_rna_deg,k_tl,K_tl,k_mat,k_csy4,k_tx_init,k_star_bind,k_star_unbind,k_star_act,k_star_act_reg,k_star_stop,k_star_stop_reg,likelihood,prior,posterior,step_accepted
1597700,31954,0,0,2.2064499664198944,0.7963289193466264,-2.755472216847408,1.3006381461063754,-0.1194429707305946,2.1621889797862943,0.5503257667135175,0.2136884982517891,-0.3395157635137232,-0.834742215125192,0.7276004958207375,-1.3674118509158522,0.4040985146197864,-0.204132479230896,-252.99617513759583,-22.0652933754744,-275.0614685130703,0.0
